release_date,developer,price
2017-11-02,Heatblur Simulations,59.99
2017-11-02,DoubleMoose Games,9.99
2017-10-02,Cosmo D,9.99
2017-11-02,Bullid Games,1.99
,,5.99
2017-11-02,Tim Conkling,2.99
2017-11-02,Corrosive Studios LLC,0.99
2017-11-02,Drift Physics Crew,2.99
2017-11-02,Drift Physics Crew,2.99
2017-11-02,Drift Physics Crew,2.99
2017-11-02,Drift Physics Crew,2.99
2017-11-02,Drift Physics Crew,2.99
2017-11-02,Ntroy LTD,54.99
2017-11-02,Drift Physics Crew,2.99
2017-11-02,Ntroy LTD,29.99
,,4.99
2017-11-02,Ludi Dorici,9.99
2017-11-02,Kabuk Games,0.99
2017-11-02,Bit Bionic LLC,1.99
2010-03-28,baKno Games,4.99
2017-11-02,Donley Time Foundation,9.99
2017-10-17,Jenito,9.99
,,4.99
2017-11-01,Final Game Studio,4.99
2017-11-01,Paleno Games,0.99
Coming Soon,Cardboard Keep,
2017-11-02,"Kevin Nitschmann,Christian Rolle",34.99
2017-11-01,Sylphe Labs,4.99
,IMakeGames,
2016-10-31,IndigoBlue Game Studio,Free
Q1 2018,Paperash Studio,
2017-11-01,Codename Entertainment Inc.,2.99
2017-10-31,,4.99
,,13.99
2017-10-31,"Dumativa Creative Studio,Castro Brothers",4.99
2017-11-01,SubJuegos,Free
2017-08-24,StudioGIW,2.99
,,0.99
2017-11-01,"LeshaWhite Studio,LeshaWhite Studio",0.99
,,14.99
2017-11-01,LillyWelland inc.,1.99
2017-10-10,Recreat4,2.99
2017-11-01,Polybit,1.99
2017-11-01,Playsport Games,7.99
2017-11-01,LillyWelland inc.,0.99
2017-11-01,Ntroy LTD,9.99
2017-11-01,Tallbeard Studios LLC,7.99
2017-11-01,Tallbeard Studios LLC,2.99
2017-11-01,"SmiteWorks USA, LLC",4.99
2017-11-01,Eternity Studios,7.99
2017-11-01,Michal Kuchárik,9.99
2017-11-01,Perverse Games,1.99
Coming soon,Pixel Wizards,
2017-10-31,Forward Instinct,3.33
2017-10-31,"SmiteWorks USA, LLC",6.99
2017-10-31,Digital Confectioners,5.99
,,9.99
2017-10-31,azimut team,1.99
2017-10-31,The Hyper Carries!,Free to Play
2017-10-31,Dark Rift Entertainment,19.99
,,3.99
2017-10-31,Emprom Game,4.99
Coming Soon,Shadow Knights Studio,
2017-10-23,Givit Game Studios (Pty) Ltd,7.99
2017-11-01,VisualArts/Key,34.99
2017-11-01,Sub Orbital Software,1.99
2017-11-01,"Whited43,Fantsize",2.99
2017-12-31,"ACE Ed-Venture Studio,Artoncode™",19.99
,,Free To Play
2017-10-31,Artyom Laletin,Free
2019-12-10,Ninetales Studios,14.99
2017-10-31,"ScTiger,Delta",1.99
2017-10-31,Xitilon,0.99
2017-10-31,Crystal Shard,11.99
,,
2017-10-31,Ithaqua Labs,Free
2017-10-31,Chris Patton,9.99
2017-10-31,Rabbit Hole Studios,2.99
,,1.99
2017-10-31,Red Dot Games,Free
,,4.99
2017-10-31,Laush Dmitriy Sergeevich,1.99
2017-10-31,Space Fractal,0.99
2017-10-31,"Borov,Sashka Shlapik",
2017-10-31,Felix Schröder,4.99
2017-10-31,Black Forest Games,29.99
2017-10-31,"Nodacoy Games,Jadan Bliss",9.99
2017-10-31,Black Forest Games,Free To Play
2017-10-31,Nihon Falcom,29.99
2017-10-31,Nestor Yavorskyy,Free
2017-10-31,Sixteen Tons Entertainment,29.99
2017-10-31,Nestor Yavorskyy,0.99
,,9.99
2017-10-24,CyberLink,129.99
2017-10-31,Ubisoft - San Francisco,11.99
2017-10-31,Ubisoft - San Francisco,2.99
2017-10-24,CyberLink,129.99
2017-10-31,Ubisoft - San Francisco,2.99
2017-10-31,Ubisoft - San Francisco,2.99
2017-10-31,Hoobalugalar_X,Free
2014-08-30,baKno Games,4.99
2017-10-31,"KUMA, LLC",0.99
2017-10-31,"General Arcade,Abstraction Games",7.99
2017-10-31,"KUMA, LLC",4.99
2017-10-31,"KUMA, LLC",4.99
2017-10-31,CUTE ANIME GIRLS,0.99
,,6.99
2017-10-31,Vitaly Titov,6.99
Q2 2018 (Tentative),Studio Namaapa,
2017-10-31,Albatros Softworks,Free
2017-10-30,Saber Interactive,29.99
2017-10-31,Albatros Softworks,2.99
2017-10-30,Hidden Achievement LLC,19.99
2017-10-30,Hidden Achievement LLC,4.99
2017-10-30,Corrosive Studios LLC,0.99
2017-10-30,Hidden Achievement LLC,4.99
2017-10-30,Hidden Achievement LLC,4.99
2017-10-30,Hidden Achievement LLC,3.99
2017-10-30,Vulgat,1.99
2017-10-31,Embryo,2.99
,,4.99
2017-10-30,Minor Key Games,2.99
,,
2017-10-31,Brandon Gallo,16.99
2017-10-31,"Nikkatsu Corporation,mebius",8.99
2017,Alec Smith,
2017-10-30,FURYU Corporation,0.99
2017-10-30,FURYU Corporation,1.99
2017-10-30,FURYU Corporation,0.99
2017-10-30,FURYU Corporation,0.99
,,6.99
2017-10-30,Simon Blasen,4.99
2017-10-30,Cats Who Play,16.99
,,4.99
2017-10-30,Ubisoft San Francisco,1.99
,,Free To Play
2017-10-30,BJGameInd,0.99
2017-10-30,LinQ,2.99
2017-10-30,Fluffex Studios,7.99
2017-10-30,Fasold Games,Free To Play
2017-10-30,Nicola Mari,1.99
2017-11-01,Luke Cripps,0.99
2017-10-30,Verymax,0.99
2017-10-30,Interactive Gaming Studios,2.99
2017-10-30,Sticky Studios,9.99
2017-10-30,Andrew Rodenhiser,Free To Play
2017-10-30,FlatCircle,7.99
2017-10-27,FomoonSoft,7.99
2017-10-30,Nedodnb,3.99
2017-10-30,Blaster Games Studio,1.99
Q1 2018,U7 committee,
2017-10-30,FURYU Corporation,24.99
2017-11-24,Initiative Games,Free
2017-10-30,FURYU Coporation,5.99
2017-10-29,Recreat4,2.99
2017-10-24,,4.99
2017-10-27,Dosane Games,5.99
2017-10-27,Dynasty Interactive Ltd,19.99
2017-10-27,致意,2.99
2017-10-26,Reflect Studios,Free
2017-10-31,Cuveet Story,4.99
2017-10-28,WhiteNutGames,1.99
2017-10-27,"Rostrum Studio,柳知萧",1.99
2017-10-28,Red Rock Softworks,
2017-10-28,TSS Studio,1.99
2017-10-28,Alexey Volonsky,0.99
2017-10-28,"KUMA, LLC",Free To Play
2017-10-18,Indie970,9.99
2017-10-28,Steedie,1.99
2017-10-27,Classroom Graffiti Productions,5.99
,,9.99
2017-10-27,Starodymov,0.99
2017-10-27,Starodymov,2.99
2017-10-27,Bristol Street Studios,Free
2017-10-27,OnFire Games,0.99
2017-10-27,Fishing Planet LLC,19.99
2017-10-27,EHTechnology,0.99
2017-10-27,Quantized Bit,4.99
2017-10-27,Runner Duck,1.99
2010-04-24,Battle of Crete Development Team,Free
2017-10-27,"Agency Principle,Purple Pwny Studios",1.99
2017-10-30,Crytek,39.99
2017-10-27,AMPLITUDE Studios,Free
2017-10-27,"Bedtime Digital Games,Stöj Snak",7.99
2017-10-26,Ubisoft Montreal,59.99
,,1.99
Early 2018,GUTS Department,
2017-10-26,拉貢拉斯找金粒,Free To Play
2017-10-27,Little Smart Planet,3.99
2017-10-27,ARdigitC,
2017-10-26,ARGames,0.99
2017-10-27,magnussoft,14.99
2017-10-27,Boogygames Studios,1.99
2017-10-27,Eko Software,4.99
2017-10-27,Eko Software,39.99
2017-10-27,AQURIA,49.99
2018,Reflect Studios,
2017-10-27,Malzbie Games,Free To Play
2017-10-27,AMG GAMES,2.99
2017-10-27,Mutant Entertainment Studios,14.99
2017-10-26,"Strata Mixed Reality, Inc.",Free
2017-10-03,,Free
2017-10-26,,1.99
2017-10-26,,0.99
2017-10-26,Orange_Juice,2.99
2017-10-26,"conradproteus,cavalie_ro",1.99
,,11.99
,,Free To Play
2017-10-26,Boogygames Studios,2.99
2017-10-26,,1.99
Demo is available now!,Obscure Cloud,
2017-10-26,Machine Games,59.99
2017-10-26,Vulgat,9.99
,,9.99
2017-10-26,,1.99
2017-10-26,,1.99
2017-10-26,,1.99
2017-10-26,,1.99
2017-10-26,,1.99
2017-10-26,,0.99
,,19.99
2017-10-26,Boogygames Studios,0.99
2017-10-26,,1.99
2017-10-26,Trendy Entertainment,29.99
2017-10-26,,1.99
2017-10-26,,1.99
2017-10-26,,1.99
2017-10-26,,1.99
2017-10-26,,1.99
2017-10-26,Red Hook Studios,3.99
2017-10-26,,1.99
2017-10-26,,1.99
2017-10-26,Smokey Moose Games,0.99
2017-10-26,"IllFonic, LLC.",1.99
,,3.99
2017-10-26,Maggese,6.99
2017-10-26,IllFonic,2.99
2017-10-26,Kaia Studios,0.99
2017-10-26,Choice of Games,6.99
2017-10-26,,1.99
2017-10-26,,1.99
,,7.99
2017-10-25,"SmiteWorks USA, LLC",19.99
2017-09-13,深圳市云宙多媒体,Free
2017-10-25,Mugle Studio,9.99
2017-10-25,NewHopeGames,9.99
2017-12-13,Shawn Hitchcock,7.99
,,9.99
2017-10-25,Fantasia Studio,3.99
2017-10-25,IObit,29.99
2017-10-25,Musopia,4.99
2017-10-25,Musopia,4.99
2017-10-25,Musopia,4.99
2017-10-25,Musopia,4.99
2017-10-25,Musopia,4.99
When it's done,Backyard Team,
2017-10-25,Musopia,4.99
2017-10-26,"Metal Fox,Nullysun Studio",0.99
2017-10-26,Kaigan Games OÜ,4.99
2017-10-25,"AllSol,Unknown Hero",0.99
2017-10-26,Zen Studios,Free
,,7.99
2017-10-26,,1.99
,,Free To Play
2017-10-25,Artur Rezende,0.99
2017-10-25,"SmiteWorks USA, LLC",19.99
2017-10-25,"SmiteWorks USA, LLC",8.99
2017-10-25,"SmiteWorks USA, LLC",7.99
2017-10-25,"SmiteWorks USA, LLC",7.99
2017-10-25,"SmiteWorks USA, LLC",7.99
,,3.99
2017-10-24,WayForward,19.99
2017-10-24,,4.99
2017-10-24,Dischan Media,0.99
2017-10-24,For Kids,0.99
2017-10-24,"Nippon Ichi Software, Inc.",29.99
2017-10-24,"Nippon Ichi Software, Inc.",0.99
2017-10-24,"SmiteWorks USA, LLC",24.99
2017-10-24,Rainbow Games,Free to Play
,,0.99
2017-10-20,4 I Lab,2.99
,,3.99
2017-10-24,Deep Shadows Games,12.99
2017-10-24,"SmiteWorks USA, LLC",24.99
2017-10-25,IP Izmailov Vladimir Yurievich,5.99
2017-10-24,,4.99
2017-10-24,Light Soft,1.99
2017-10-25,Dnovel,2.99
2017-10-25,SlyGames,0.99
Fall 2017,Sean Han Tani,
2017-10-25,Kowai Sugoi Studios,4.99
2017-10-25,Games By Nemiz,0.99
,,9.99
2017-10-25,Snkl Studio,0.99
2017-10-25,ByNia,0.99
2017-10-25,PinkySwear,0.99
2017-10-25,Corrosive Studios LLC,6.99
2017-10-25,DreamRoad Productions,0.99
2017-10-25,PinkySwear,0.99
2017-10-25,Corrosive Studios LLC,1.99
2017-10-25,Corrosive Studios LLC,1.99
2017-10-25,Corrosive Studios LLC,2.99
2017-10-25,Spicy Gyro Games,0.99
2017-10-25,Spicy Gyro Games,4.99
2017-10-25,ExperaGameStudio,3.99
2017-10-25,Forgotten Key,2.99
2017-10-25,Vicabo GmbH,49.99
2017-10-25,DolpGames,3.99
,,8.99
,,14.99
2017-10-24,Sacada,9.99
2017-10-24,Aetheric Games,2.99
2009-06-15,,1.99
,,Free
2017-10-24,Recotechnology S.L.,19.99
2017-11-01,O.P. Games,Free
2017-10-25,GAMESinFLAMES,Free To Play
2017-10-25,Winter Wolves,4.99
2017-10-25,sen,4.99
2017-10-25,Damp Gnat,6.99
,,1.99
2017-10-24,Monster Games,9.99
2017-10-24,Monster Games,4.99
2017-10-24,Monster Games,Free
2017-10-24,Monkeynetics,9.99
2017-10-24,Monster Games,Free
,,14.99
2017-10-24,WarfareSims,19.99
2017-10-23,WEBZEN Inc.,49.99
2017-10-23,Mahdi Bahrami,6.99
2017-10-23,DL Softworks,2.99
2017-10-23,SimProse Studios,1.99
2017-10-23,Fishing Planet LLC,14.99
2011-12-15,,3.99
2017-10-20,RewindApp,4.99
2017-05-15,"Live in the Game, LLC Self",Free To Play
2017-10-20,Slikey Games,0.99
2017-10-06,Afterthought Studios,2.99
2017-10-20,Slikey Games,4.99
Oct 2017,GotW Studio,
2017-10-21,Sergej110,1.99
2017-10-21,Bytro Labs GmbH,Free to Play
2017-10-18,Zloy Krot Studio,2.99
2017-10-21,"38,9_Degrees",0.99
2017-10-23,Mythic Chest,15.99
2017-10-23,"db.works,Vetron",24.99
2017-10-23,RigidCore Games,6.99
2017-10-23,Far Mills,9.99
2017-10-23,SmartHart Games,1.99
2017-10-10,,4.99
2017-10-22,Kezarus,0.99
2017-10-23,Valut,0.99
,,9.99
2017-10-23,Boogygames Studios,1.99
2017-10-23,Echo607,1.99
,,9.99
1995-01-01,Xatrix Entertainment,9.99
2017-10-23,,1.99
2017-03-30,Colin Stoddart,4.99
,,Free
2017-09-26,marutigames,4.99
2017-10-23,Colorspace Studio,4.99
2017-10-23,Boogygames Studios,1.99
2017-10-01,XoDupo,0.99
2017-10-23,Poking Water Games,9.99
2017-10-22,Rocket Monster Games,0.99
2009-02-09,,2.99
2017-10-21,Josh Tam Universe,0.99
2017-10-20,Flying Rain,4.99
2008-01-28,,2.99
2017-10-21,APGal,0.99
2014-07-18,,2.99
2017-10-20,Game Soup LLC,7.99
2017-10-20,Wang Wenxi,9.99
2013-02-07,,2.99
,,9.99
,,0.99
2017-10-20,BurstRay Games,2.99
2017-10-20,Yorozu,1.99
2017-10-01,,4.99
2017-10-20,ThinkVirtual,0.99
2017-10-20,CreativeForge Games,Free
2017-10-20,Triangle Studios,9.99
2017-10-20,Triangle Studios,39.99
2017-10-20,Brutal Muse Studio,9.99
2017-10-20,Echo607,10.99
2017-10-20,Red Dot Games,5.99
2017-10-20,Quantum Productions,4.99
2017-10-20,"Yan Sokalau,Dropout Games",0.99
2017-10-20,Combo Breaker,19.99
2017-10-20,Bacq Stellan,0.99
2017-10-20,"SmiteWorks USA, LLC",4.99
2017-10-20,Bitmap Bureau,1.99
,,14.99
2017-10-20,Bacq Stellan,0.99
2017-10-20,Uncle Frost Team,3.99
2017-10-20,no.real,3.99
2017-10-20,no.real,3.99
2017-10-20,Creability,1.99
2017-10-20,Strategiae,4.99
2017-02-20,LoadUpGames.com,1.99
2016-12-19,Francesco Pellaco,4.99
2017-10-20,JoyBits Ltd.,1.99
2017-10-20,Magic Pixel Kft.,2.99
2017-10-20,Clear Light Games,7.99
2017-10-20,Daily Magic Productions,12.99
1996-01-01,Light Shock Software s.n.c,9.99
2017-10-20,Energize Labs Inc.,3.99
2017-10-20,Tordrix Games,1.99
2017-10-20,Kite Games,9.99
2017-10-20,Mihai Morosanu,
2017-10-20,Studio Fizbin,24.99
2017-10-20,Bence Sipka,6.99
2017-10-20,REMIMORY,1.99
,,19.99
2017-10-20,"SmiteWorks USA, LLC",9.99
2017-10-20,373vFS Greg,9.99
2017-10-20,"SmiteWorks USA, LLC",2.99
2017-10-04,Huge Calf Studios,2.99
2017-10-20,"SmiteWorks USA, LLC",4.99
2017-10-20,B2Expand,Free To Play
2017-10-20,"SmiteWorks USA, LLC",2.99
2017-10-20,"Dataweb, Inc.",3.99
2017-10-19,Fishing Planet LLC,34.99
2017-10-19,SC Jogos,0.99
2017-10-19,Choice of Games,6.99
2017-10-19,Firaxis,8.99
2017-10-19,Stas Shostak,5.99
2017-10-19,"Mute Canary,Mauvesic",0.99
2017-10-19,GoldenGod Games,3.99
2017-10-14,Firestorm Entertainment,3.99
2017-10-19,Nival,9.99
2017-10-20,Azarashi no Yakata,4.99
2017-10-19,Darius Bode,19.99
2017-10-19,Trains &amp; Drivers,9.99
2017-10-20,VITALII HOLIEV,0.99
2017-10-19,United Independent Entertainment GmbH,19.99
2017-10-19,Dovetail Games,19.99
2017-10-19,Naturally Intelligent,9.99
2017-10-19,Crabby Team,1.99
2017-10-19,Overhype Studios,Free
2017-10-19,Chris Bell – Creative Design Studios,15.99
2017-10-19,Alabeo,19.99
,,4.99
2017-10-19,Colossal Order Ltd.,12.99
2017-10-19,"Samantha ""Avanya"" Woods",4.99
2017-10-19,Bacq Stellan,0.99
2017-10-19,Bacq Stellan,0.99
2017-10-19,"Alexey Bokulev,Sergei Klimov,Charlie Oscar Lima Tango Interactive Entertainment",4.99
2017-10-19,Point Bleep Studios,2.99
2017-10-19,Bloodline Games,2.99
,,Free
2017-10-18,The Revills Games,4.99
2017-10-14,Top Shelf Studios,Free
2017-10-18,"Jackbox Games, Inc.",4.99
2017-10-18,"Jackbox Games, Inc.",24.99
2017-10-18,Acute Games,Free To Play
,,9.99
,,9.99
2017-10-18,Puzzles By Joe,9.99
2017-10-18,RCMADIAX,2.99
2017-10-18,Fury Software,Free
2017-10-18,Notus Games Ltd,6.99
2017-10-18,Crasleen Games,19.99
2017-10-18,Ruaz.404,0.99
2017-10-18,Laush Dmitriy Sergeevich,1.99
2017-10-18,2xMilk,3.99
2017-10-18,FeelThere,19.99
2017-10-18,Mandragora,9.99
2017-10-18,Mandragora,4.99
2017-10-18,Laundry Bear Games,14.99
2017-10-18,Laundry Bear Games,4.99
2017-07-25,XGen Studios,5.99
2008-05-12,XGen Studios,4.99
2017-08-08,XGen Studios,7.99
2017-10-18,Super Suite Studios,Free to Play
2017-10-18,shysaursoft,2.99
2017-10-18,"Maciej Targoni,Michal Pawlowski",0.99
,,29.99
2017-10-18,Ultrabit,Free to Play
2017-10-17,Capcom,3.99
2017-10-17,Capcom,3.99
2017-10-17,Capcom,3.99
1975-12-31,,3.99
2017-10-17,100 Stones Interactive,4.99
1970-07-15,,3.99
2017-10-17,"KOEI TECMO GAMES CO., LTD.",12.99
2017-10-17,"KOEI TECMO GAMES CO., LTD.",29.99
2017-10-17,"KOEI TECMO GAMES CO., LTD.",19.99
2017-10-18,Second Order,19.99
2017-10-18,Classroom Graffiti Productions,11.99
,,39.99
2017-10-17,"Visual Concepts,Yuke's Co., LTD",59.99
2017-10-17,Blue Mammoth Games,Free to Play
,,Free To Play
2017-10-17,"Visual Concepts,Yuke's Co., LTD",29.99
2017-10-17,"Visual Concepts,Yuke's Co., LTD",9.99
2017-10-17,"Visual Concepts,Yuke's Co., LTD",4.99
2017-10-17,Ubisoft Montreal,7.99
2017-10-17,Meepower,0.99
2017-10-17,The Dangerous Kitchen,12.99
2017-10-17,Butterflyware,4.99
2016-04-01,Funtime,Free To Play
2017-10-12,Anton Shatalov,Free
2017-10-17,"SmiteWorks USA, LLC",22.99
2017-10-17,Capcom,7.99
2017-10-17,Capcom,7.99
2017-10-17,Capcom,7.99
,,39.99
,,14.99
2017-10-17,Capcom,3.99
2017-10-17,Capcom,3.99
2017-10-17,Christian Piano,4.99
2017-10-17,,4.99
2017-10-17,Ubisoft - San Francisco,7.99
2017-10-17,Ubisoft - San Francisco,2.99
2017-10-17,Ubisoft - San Francisco,2.99
2017-10-16,Ubisoft San Francisco,4.99
2017-10-16,Ubisoft San Francisco,29.99
2017-10-16,Ubisoft San Francisco,59.99
,,10.99
2017-10-17,Dan Fornace,4.99
2017-10-17,Ubisoft - San Francisco,2.99
2017-10-17,10kbit Games,0.99
2017-10-17,Creobit,4.99
2017-10-17,"KOEI TECMO GAMES CO., LTD.",5.99
2017-09-01,Alexander Shvab,0.99
2017-10-17,"KOEI TECMO GAMES CO., LTD.",5.99
2017-10-17,"KOEI TECMO GAMES CO., LTD.",5.99
2017-10-17,"KOEI TECMO GAMES CO., LTD.",5.99
2017-10-17,"KOEI TECMO GAMES CO., LTD.",5.99
2017-10-17,"KOEI TECMO GAMES CO., LTD.",5.99
2017-10-17,"KOEI TECMO GAMES CO., LTD.",5.99
2017-10-17,"KOEI TECMO GAMES CO., LTD.",5.99
2017-10-17,"KOEI TECMO GAMES CO., LTD.",5.99
2017-10-17,"KOEI TECMO GAMES CO., LTD.",5.99
2017-10-17,"Jo Erlend Sund,Simen Nygaard",14.99
2017-10-17,BUG-Studio,2.99
2017-10-16,Pixel with Hat,Free
2017-10-17,"Team NINJA,KOEI TECMO GAMES CO., LTD.",27.99
2017-10-16,Infernal Anvil Games,14.99
2017-10-16,Supertype,14.99
2017-10-16,Myarcadegames Studios,0.99
Early 2018,Critical Games,
,,0.99
2017-10-16,DUEL,1.99
2017-10-16,Gestalt Development Studio,1.99
Play Beta in demo!,Nonce Inc.,
2017-10-16,Grid Sage Games,19.99
2017-10-16,Fabio Cunha,0.99
,,6.99
2017-10-16,Nitrous Butterfly,14.99
,,3.99
2017-10-16,Ninja Kiwi,Free To Play
2017-10-16,Fazz Brothers,3.99
2017-10-16,Thalasse Games,2.99
2017-10-16,Nijumi Games,6.99
2017-10-16,Leonardo Alexandrino,1.99
2017-10-16,PF3D,49.99
2017-10-14,Harrison Went,4.99
2017-10-14,Steven Taylor,Free To Play
2017-10-15,Dave Gumble,Free To Play
2017-10-14,Why Not Games,4.99
2017-10-16,A.Lepunov,0.99
2017-10-16,Caden Goodwin,2.99
2017-10-15,Bemoworld Studios,4.99
,,Free
2017-10-15,ZtarLab,0.99
2017-10-16,Sylvain Seccia,3.99
2017-10-16,STUDIO MUNGO,9.99
2017-10-13,Code Horizon,9.99
2017-10-13,Realmforge Studios,39.99
2017-10-13,Home Net Games,Free To Play
2017-10-13,ERS G Studios,12.99
2017-10-13,Trion Worlds,19.99
2017-07-10,SluggishtacoGames,1.99
2017-10-10,ANV Team,0.99
2014-05-09,,3.99
2017-10-13,10ravens s.r.o.,2.99
2017-10-13,Spasman Games,Free To Play
2017-10-13,Spasman Games,9.99
,,9.99
2017-10-13,Avekvist,4.99
2017-10-13,Factus Games,29.99
,,3.99
2017-10-13,Alder Games,1.99
2017-10-13,Chainsawesome Games,
2017-10-13,TotalDistraction,7.99
2017-10-13,"Mindware Co.,Ltd.",13.99
2017-10-13,Xenturion,14.99
2017-10-13,Kev Jackson,1.99
2017-10-13,Nickervision Studios,0.99
2017-10-13,vNovel Interactive / Team BG,14.99
2017-10-17,Xivek's Toybox,0.99
2017-10-13,Immersed Games,3.99
2017-10-13,Daylight Studios,7.99
2017-10-13,RewindApp,0.99
2017-10-13,EvilCoGames,199.99
,,Free
2017-06-16,Coconut Tree Studio,0.99
2017-10-12,"KADOKAWA,Murray Atkinson",9.99
2017-10-12,"KADOKAWA,Sherman3D",4.99
2017-10-12,"Beamz Interactive, Inc.",7.99
2017-10-12,JetCat Games,19.99
2017-10-12,BOBAFETTA,3.99
2018,Expresso Studios,
2017-10-12,Sergey Lir,3.99
2017-10-12,Hail Mary Games,2.99
2017-12-11,Diel Mormac Games,9.99
2017-10-13,NS STUDIO,24.99
2017-10-13,Stegalosaurus Game Development,2.99
,,Free To Play
2017-10-13,Alternative Software Ltd,39.99
2017-10-13,Just Flight,29.99
2017-10-13,Chris Bell - Creative Design Studios,15.99
2017-10-13,Golden Age Creative,9.99
2017-10-13,Golden Age Creative,3.99
2017-10-13,RKTime,6.99
2017-10-12,Etiquete,0.99
,,9.99
2017-10-12,Real Maxwell,1.99
2017-10-12,Stroboskop,4.99
2017-10-12,"IllFonic, LLC",1.99
,,14.99
2017-10-12,JetCat Games,3.99
2017-10-12,JetCat Games,3.99
2017-10-12,JetCat Games,3.99
2017-10-12,JetCat Games,3.99
2017-10-12,JetCat Games,3.99
2017-10-11,Paulo A. M. Villalva,0.99
2017-10-12,JetCat Games,0.99
2017-10-11,Star Legion,0.99
2017-10-11,洋葱头科技,3.99
2017-10-12,Compot,8.99
2016-01-21,Crazysoft Limited,5.99
2017-10-12,DigitalWolfByte,19.99
2017-09-05,wei,10.99
2017-10-03,Amazu Media,4.99
2017-10-12,Dexion Games,0.99
,,14.99
2017-10-12,Dexion Games,0.99
2017-10-12,Victory Works,19.99
2017-10-12,Trains &amp; Drivers,39.99
2017-10-12,Vidas Salavejus,7.99
,,1.99
2017-08-22,Uruca Game Studio,3.99
2017-10-12,Mark France,5.99
2017-10-12,empty assembly,3.99
2017-10-12,Tango Gameworks,59.99
2017-10-12,Byzantine Games,29.99
2017-10-11,Unknown Hero,0.99
2017-10-12,Progorion,9.99
2017 Q4,Extarzz Team,
2017-10-11,Koker_007,0.99
2016-08-25,,4.99
2017-10-11,"CSM,Excellente23",1.99
,,5.99
2017-10-13,"CSM,Excellente23",0.99
2017-10-11,Okinawa Sunrise,Free
2017-10-05,Bjarki Arge Andreasen,4.99
2017-09-23,Golden Bear's GAMEWORKS,3.99
2017-10-10,"SmiteWorks USA, LLC",14.99
,,7.99
2017-07-10,,4.99
2017-05-22,"imos AG,MOS Consult",Free To Play
2017-10-11,BKOM Studios,15.99
2017-10-11,Anxious Neck Games,2.99
2017-10-11,Classplash,2.99
2017-10-11,Cublo,9.99
2017-10-11,DOT Entertainment,0.99
2017-10-11,IHS,7.99
2017-10-11,ANDORE,9.99
2017-10-11,Stroboskop,14.99
2017-10-11,For Kids,0.99
2018-09-25,Babloon Studios,
2017-10-10,"Moss Co., Ltd.",34.99
2017-10-10,Slayers' Stronghold Studios,4.99
2017-09-01,Anime squad,0.99
2017-10-10,"Beamz Interactive, Inc.",4.99
2017-09-11,ILLUMICORP,1.99
2017-10-10,Startreming,4.99
2017-10-10,Beard Games Studio,7.99
2017-10-09,"Psyonix, Inc.",1.99
2017-10-09,"Psyonix, Inc.",1.99
2017-10-10,Grid Game,1.99
2017-10-10,"SmiteWorks USA, LLC",7.99
2017-10-10,"SmiteWorks USA, LLC",5.99
2017-10-10,JDRumble,4.99
2017-10-10,Pixel Guy,3.99
2017-10-10,TeamTop Games,Free to Play
2017-10-10,Dexion Games,2.99
2017-10-10,Jujubee S.A.,6.99
,,Free
2017-10-10,GraphXGames,4.99
2017-10-10,Blender Games,0.99
2017-10-10,Ben Vista Ltd.,49.99
2017-10-10,ZuoBuLaiGame,0.99
2017-10-02,NeuralSoft,2.99
2017-10-10,IndieMax,4.99
2017-09-21,Kool2Play Sp. z o.o.,4.99
2017-09-22,Just1337 Studio,2.99
,,29.99
2017-10-10,Bento Studio,3.99
2017-10-10,Proteus Studios,4.99
2017-10-09,rokaplay,6.99
2017-10-10,Boogygames Studios,2.99
2017-10-10,in Principle Games,5.99
2017-10-09,Myarcadegames Studios,0.99
2017-10-09,JB,4.99
2017-10-09,OnionMilk,4.99
2017-10-09,Monolith Productions,Free
2017-10-09,"Monolith Productions, Inc.",Free
2017-10-09,Monolith Productions,59.99
2017-10-09,Homewreckers Studio,Free to Play
2017-10-09,Monolith Productions,2.99
2017-10-09,Monolith Productions,39.99
